IP,Enviados,Recibidos,Entropía=3.7822
0.0.0.0,3.106915203916512,0
10.109.185.244,6.807354922057604,0
10.254.70.1,0,0.4498029174395205
10.254.70.10,6.807354922057604,0
10.254.70.104,5.807354922057604,0
10.254.70.11,6.807354922057604,0
10.254.70.12,6.807354922057604,0
10.254.70.15,6.807354922057604,0
10.254.70.206,6.807354922057604,0
10.254.70.210,5.807354922057604,0
10.254.70.215,3.347923303420307,6.807354922057604
10.254.70.232,3.4854268271702415,0
10.254.70.233,4.485426827170242,4.485426827170242
10.254.70.234,6.807354922057604,0
10.254.70.236,5.807354922057604,0
10.254.70.237,6.807354922057604,0
10.254.70.238,1.3479233034203069,0
10.254.70.239,5.807354922057604,0
10.254.70.240,6.807354922057604,0
10.254.70.241,6.807354922057604,0
10.254.70.247,6.807354922057604,0
10.254.70.251,5.807354922057604,4.807354922057604
10.254.70.3,6.807354922057604,0
169.254.108.87,5.807354922057604,4.0
169.254.185.46,5.807354922057604,4.807354922057604
169.254.255.255,0,4.485426827170242
169.254.45.209,5.222392421336448,4.807354922057604
