IP,Enviados,Recibidos,Entropía=3.9357
0.0.0.0,4.832890014164742,0
169.254.186.91,0,9.533329732305834
169.254.197.216,0,9.533329732305834
169.254.255.255,0,4.533329732305834
192.168.1.1,0.775106517579109,2.1410123095270737
192.168.1.102,3.3634047308635213,4.323876366676884
192.168.1.105,6.533329732305834,6.533329732305834
192.168.1.127,7.533329732305834,6.073898113668537
192.168.1.134,0,3.8328900141647417
192.168.1.135,8.533329732305834,6.363404730863522
192.168.1.136,7.211401637418471,7.211401637418471
192.168.1.140,4.579133421918959,5.533329732305834
192.168.1.141,3.304511041809953,3.9787408806281963
192.168.1.142,4.832890014164742,5.285402218862249
192.168.1.144,8.533329732305834,5.363404730863522
192.168.1.145,0,7.948367231584678
192.168.1.149,3.700439718141092,5.626439136697315
192.168.1.20,0,4.363404730863522
192.168.1.4,0,1.4944107430135314
